Region,City,Year,Quarter,Total_Transactions,Total_Price,Regime,Condition
Aragón,Zaragoza,2004,3,2562,354330100,Libre,Segunda mano
Aragón,Zaragoza,2005,3,2648,417135000,Libre,Segunda mano
Aragón,Zaragoza,2009,3,1011,178348600,Libre,Segunda mano
Aragón,Zaragoza,2014,3,1303,122557400,Libre,Segunda mano
Aragón,Zaragoza,2006,3,1609,293905400,Libre,Segunda mano
Aragón,Zaragoza,2007,3,1403,250127300,Libre,Segunda mano
Aragón,Zaragoza,2024,3,2695,344081200,Libre,Segunda mano
Aragón,Zaragoza,2019,3,2072,233598200,Libre,Segunda mano
Aragón,Zaragoza,2008,3,784,127769500,Libre,Segunda mano
Aragón,Zaragoza,2010,3,1025,166193400,Libre,Segunda mano
Aragón,Zaragoza,2011,3,926,134780000,Libre,Segunda mano
Aragón,Zaragoza,2012,3,909,111354400,Libre,Segunda mano
Aragón,Zaragoza,2013,3,928,100140400,Libre,Segunda mano
Aragón,Zaragoza,2018,3,2076,207389300,Libre,Segunda mano
Aragón,Zaragoza,2015,3,1544,171139700,Libre,Segunda mano
Aragón,Zaragoza,2016,3,1678,177367300,Libre,Segunda mano
Aragón,Zaragoza,2017,3,1910,187458900,Libre,Segunda mano
Aragón,Zaragoza,2020,3,2079,238176900,Libre,Segunda mano
Aragón,Zaragoza,2021,3,2439,297298400,Libre,Segunda mano
Aragón,Zaragoza,2022,3,2534,317784400,Libre,Segunda mano
Aragón,Zaragoza,2023,3,2371,293630300,Libre,Segunda mano
Aragón,Zaragoza,2025,3,3033,432442700,Libre,Segunda mano
Aragón,Teruel,2004,1,386,14615600,Libre,Segunda mano
Aragón,Teruel,2005,1,357,32242400,Libre,Segunda mano
Aragón,Teruel,2009,1,157,15944300,Libre,Segunda mano
Aragón,Teruel,2007,1,360,34804500,Libre,Segunda mano
Aragón,Teruel,2006,1,421,39093400,Libre,Segunda mano
Aragón,Teruel,2012,1,156,15134600,Libre,Segunda mano
Aragón,Teruel,2024,1,420,30688100,Libre,Segunda mano
Aragón,Teruel,2014,1,161,12456200,Libre,Segunda mano
Aragón,Teruel,2008,1,252,26452300,Libre,Segunda mano
Aragón,Teruel,2010,1,168,16242700,Libre,Segunda mano
Aragón,Teruel,2011,1,180,17335400,Libre,Segunda mano
Aragón,Teruel,2017,1,200,14278200,Libre,Segunda mano
Aragón,Teruel,2019,1,290,24094800,Libre,Segunda mano
Aragón,Teruel,2015,1,175,12154500,Libre,Segunda mano
Aragón,Teruel,2025,1,446,36225200,Libre,Segunda mano
Aragón,Teruel,2021,1,348,26904900,Libre,Segunda mano
Aragón,Teruel,2020,1,265,23043100,Libre,Segunda mano
Aragón,Teruel,2016,1,193,11466800,Libre,Segunda mano
Aragón,Teruel,2023,1,440,32452300,Libre,Segunda mano
Aragón,Teruel,2013,1,122,10773700,Libre,Segunda mano
Aragón,Teruel,2022,1,397,33309600,Libre,Segunda mano
Aragón,Teruel,2018,1,274,19155900,Libre,Segunda mano
Aragón,Teruel,2025,2,529,47789500,Libre,Segunda mano
Aragón,Teruel,2023,2,430,34032400,Libre,Segunda mano
Aragón,Teruel,2022,2,449,35923900,Libre,Segunda mano
Aragón,Teruel,2021,2,430,32309000,Libre,Segunda mano
Aragón,Teruel,2018,2,350,24423400,Libre,Segunda mano
Aragón,Teruel,2016,2,222,16286200,Libre,Segunda mano
Aragón,Teruel,2019,2,324,24846400,Libre,Segunda mano
Aragón,Teruel,2017,2,258,20635000,Libre,Segunda mano
Aragón,Teruel,2011,2,185,19075500,Libre,Segunda mano
Aragón,Teruel,2014,2,162,13887400,Libre,Segunda mano
Aragón,Teruel,2008,2,253,26707200,Libre,Segunda mano
Aragón,Teruel,2012,2,143,12468900,Libre,Segunda mano
Aragón,Teruel,2024,2,507,46131900,Libre,Segunda mano
Aragón,Teruel,2013,2,154,12085300,Libre,Segunda mano
Aragón,Teruel,2006,2,415,38730600,Libre,Segunda mano
Aragón,Teruel,2020,2,181,16089300,Libre,Segunda mano
Aragón,Teruel,2010,2,197,25320200,Libre,Segunda mano
Aragón,Teruel,2015,2,185,12811500,Libre,Segunda mano
Aragón,Teruel,2007,2,386,42851700,Libre,Segunda mano
Aragón,Teruel,2005,2,433,38989700,Libre,Segunda mano
Aragón,Teruel,2004,2,452,18351600,Libre,Segunda mano
Aragón,Teruel,2009,2,130,15668100,Libre,Segunda mano
Aragón,Teruel,2010,4,300,32604700,Libre,Segunda mano
Aragón,Teruel,2013,4,198,16185700,Libre,Segunda mano
Aragón,Teruel,2020,4,408,31237800,Libre,Segunda mano
Aragón,Teruel,2025,4,686,68084600,Libre,Segunda mano
Aragón,Teruel,2011,4,271,27117200,Libre,Segunda mano
Aragón,Teruel,2015,4,353,24623500,Libre,Segunda mano
Aragón,Teruel,2019,4,404,30359300,Libre,Segunda mano
Aragón,Teruel,2017,4,326,22720300,Libre,Segunda mano
Aragón,Teruel,2016,4,253,19716600,Libre,Segunda mano
Aragón,Teruel,2021,4,544,37033100,Libre,Segunda mano
Aragón,Teruel,2018,4,388,28962600,Libre,Segunda mano
Aragón,Teruel,2022,4,529,44247600,Libre,Segunda mano
Aragón,Teruel,2023,4,490,36041300,Libre,Segunda mano
Aragón,Teruel,2008,4,244,28065400,Libre,Segunda mano
Aragón,Teruel,2014,4,253,18950800,Libre,Segunda mano
Aragón,Teruel,2024,4,590,60505200,Libre,Segunda mano
Aragón,Teruel,2012,4,319,31266300,Libre,Segunda mano
Aragón,Teruel,2006,4,477,48429400,Libre,Segunda mano
Aragón,Teruel,2007,4,356,35566100,Libre,Segunda mano
Aragón,Teruel,2009,4,189,20141800,Libre,Segunda mano
Aragón,Teruel,2005,4,418,34711400,Libre,Segunda mano
Aragón,Teruel,2004,4,551,25891700,Libre,Segunda mano
Aragón,Teruel,2004,3,467,16487200,Libre,Segunda mano
Aragón,Teruel,2005,3,389,33824200,Libre,Segunda mano
Aragón,Teruel,2009,3,194,22091700,Libre,Segunda mano
Aragón,Teruel,2014,3,172,11768300,Libre,Segunda mano
Aragón,Teruel,2006,3,289,28112600,Libre,Segunda mano
Aragón,Teruel,2007,3,394,45341400,Libre,Segunda mano
Aragón,Teruel,2024,3,452,37051200,Libre,Segunda mano
Aragón,Teruel,2019,3,294,20756600,Libre,Segunda mano
Aragón,Teruel,2008,3,254,27515000,Libre,Segunda mano
Aragón,Teruel,2010,3,211,18000100,Libre,Segunda mano
Aragón,Teruel,2011,3,229,26612900,Libre,Segunda mano
Aragón,Teruel,2012,3,172,15141100,Libre,Segunda mano
Aragón,Teruel,2013,3,151,14017100,Libre,Segunda mano
Aragón,Teruel,2018,3,296,24867300,Libre,Segunda mano
Aragón,Teruel,2015,3,224,18196700,Libre,Segunda mano
Aragón,Teruel,2016,3,238,20129500,Libre,Segunda mano
Aragón,Teruel,2017,3,281,18493000,Libre,Segunda mano
Aragón,Teruel,2020,3,413,30248600,Libre,Segunda mano
Aragón,Teruel,2021,3,457,31042300,Libre,Segunda mano
Aragón,Teruel,2022,3,516,35605800,Libre,Segunda mano
Aragón,Teruel,2023,3,438,36052600,Libre,Segunda mano
Aragón,Teruel,2025,3,547,51584800,Libre,Segunda mano
Aragón,Huesca,2007,1,705,91315600,Libre,Segunda mano
Aragón,Huesca,2007,2,651,82790800,Libre,Segunda mano
Aragón,Huesca,2007,4,546,82960100,Libre,Segunda mano
Aragón,Huesca,2007,3,524,66816100,Libre,Segunda mano
Aragón,Huesca,2012,1,270,29367000,Libre,Segunda mano
Aragón,Huesca,2012,2,260,28605200,Libre,Segunda mano
Aragón,Huesca,2012,4,455,49860000,Libre,Segunda mano
Aragón,Huesca,2012,3,277,30259700,Libre,Segunda mano
Aragón,Huesca,2013,1,211,22169300,Libre,Segunda mano
Aragón,Huesca,2013,2,325,33151800,Libre,Segunda mano
Aragón,Huesca,2013,4,319,31208300,Libre,Segunda mano
Aragón,Huesca,2013,3,236,26476500,Libre,Segunda mano
Aragón,Huesca,2009,1,266,37694700,Libre,Segunda mano
Aragón,Huesca,2009,2,298,37998200,Libre,Segunda mano
Aragón,Huesca,2009,4,358,47764700,Libre,Segunda mano
Aragón,Huesca,2009,3,282,37848400,Libre,Segunda mano
Aragón,Huesca,2008,1,373,51288300,Libre,Segunda mano
Aragón,Huesca,2008,2,389,53465300,Libre,Segunda mano
Aragón,Huesca,2008,4,288,43527800,Libre,Segunda mano
Aragón,Huesca,2008,3,274,33993400,Libre,Segunda mano
Aragón,Huesca,2004,1,494,45394100,Libre,Segunda mano
Aragón,Huesca,2004,2,847,76942500,Libre,Segunda mano
Aragón,Huesca,2004,4,902,90311700,Libre,Segunda mano
Aragón,Huesca,2004,3,987,89028300,Libre,Segunda mano
Aragón,Huesca,2006,1,660,84431800,Libre,Segunda mano
Aragón,Huesca,2006,2,755,95711100,Libre,Segunda mano
Aragón,Huesca,2006,4,791,98846400,Libre,Segunda mano
Aragón,Huesca,2006,3,531,68891600,Libre,Segunda mano
Aragón,Huesca,2005,1,821,91820300,Libre,Segunda mano
Aragón,Huesca,2005,2,733,84574100,Libre,Segunda mano
Aragón,Huesca,2005,4,1061,134750500,Libre,Segunda mano
Aragón,Huesca,2005,3,695,80273800,Libre,Segunda mano
Aragón,Huesca,2015,1,329,28339800,Libre,Segunda mano
Aragón,Huesca,2015,2,379,37265800,Libre,Segunda mano
Aragón,Huesca,2015,4,641,61137200,Libre,Segunda mano
Aragón,Huesca,2015,3,359,31254100,Libre,Segunda mano
Aragón,Huesca,2017,1,506,42756100,Libre,Segunda mano
Aragón,Huesca,2017,2,578,50070700,Libre,Segunda mano
Aragón,Huesca,2017,4,811,73544100,Libre,Segunda mano
Aragón,Huesca,2017,3,472,43361300,Libre,Segunda mano
Aragón,Huesca,2010,1,317,41979700,Libre,Segunda mano
Aragón,Huesca,2010,2,425,57794000,Libre,Segunda mano
Aragón,Huesca,2010,4,488,65063700,Libre,Segunda mano
Aragón,Huesca,2010,3,250,35363600,Libre,Segunda mano
Aragón,Huesca,2016,1,341,31462600,Libre,Segunda mano
Aragón,Huesca,2016,2,485,38954200,Libre,Segunda mano
Aragón,Huesca,2016,4,612,53423000,Libre,Segunda mano
Aragón,Huesca,2016,3,458,38230900,Libre,Segunda mano
Aragón,Huesca,2014,1,285,27802000,Libre,Segunda mano
Aragón,Huesca,2014,2,346,37191000,Libre,Segunda mano
Aragón,Huesca,2014,4,483,43717300,Libre,Segunda mano
Aragón,Huesca,2014,3,370,36614300,Libre,Segunda mano
Aragón,Huesca,2018,1,652,55510400,Libre,Segunda mano
Aragón,Huesca,2018,2,677,58493100,Libre,Segunda mano
Aragón,Huesca,2018,4,752,72509700,Libre,Segunda mano
Aragón,Huesca,2018,3,587,54544100,Libre,Segunda mano
Aragón,Huesca,2011,1,236,28551600,Libre,Segunda mano
Aragón,Huesca,2011,2,263,32456900,Libre,Segunda mano
Aragón,Huesca,2011,4,282,33192300,Libre,Segunda mano
Aragón,Huesca,2011,3,258,26706300,Libre,Segunda mano
Aragón,Huesca,2021,1,560,54943500,Libre,Segunda mano
Aragón,Huesca,2021,2,832,84361900,Libre,Segunda mano
Aragón,Huesca,2021,4,960,102383800,Libre,Segunda mano
Aragón,Huesca,2021,3,751,85317600,Libre,Segunda mano
Aragón,Huesca,2020,1,500,44496800,Libre,Segunda mano
Aragón,Huesca,2020,2,349,37959200,Libre,Segunda mano
Aragón,Huesca,2020,4,795,86032200,Libre,Segunda mano
Aragón,Huesca,2020,3,686,67899800,Libre,Segunda mano
Aragón,Huesca,2025,1,861,105919400,Libre,Segunda mano
Aragón,Huesca,2025,2,951,130964200,Libre,Segunda mano
Aragón,Huesca,2025,4,1004,134740300,Libre,Segunda mano
Aragón,Huesca,2025,3,875,114537500,Libre,Segunda mano
Aragón,Huesca,2024,1,775,82546800,Libre,Segunda mano
Aragón,Huesca,2024,2,895,99716600,Libre,Segunda mano
Aragón,Huesca,2024,4,1001,115029300,Libre,Segunda mano
Aragón,Huesca,2024,3,725,80582100,Libre,Segunda mano
Aragón,Huesca,2023,1,722,69961200,Libre,Segunda mano
Aragón,Huesca,2023,2,882,97794700,Libre,Segunda mano
Aragón,Huesca,2023,4,832,102398900,Libre,Segunda mano
Aragón,Huesca,2023,3,754,82751000,Libre,Segunda mano
Aragón,Huesca,2019,1,689,60968800,Libre,Segunda mano
Aragón,Huesca,2019,2,631,62179700,Libre,Segunda mano
Aragón,Huesca,2019,4,768,69876600,Libre,Segunda mano
Aragón,Huesca,2019,3,550,51528300,Libre,Segunda mano
Aragón,Huesca,2022,1,782,78566900,Libre,Segunda mano
Aragón,Huesca,2022,2,964,112170300,Libre,Segunda mano
Aragón,Huesca,2022,4,788,85506600,Libre,Segunda mano
Aragón,Huesca,2022,3,810,86880700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2004,1,10781,919911300,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2004,2,12351,1111406200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2004,4,11265,1094381400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2004,3,10218,967239200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2011,1,3987,496474500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2011,2,5021,632538700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2011,4,4775,575967500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2011,3,4190,499914900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2014,1,5699,611018200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2014,2,6861,739322500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2014,4,7462,792212500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2014,3,5738,607229000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2022,1,12132,1689035200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2022,2,14696,2066220000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2022,4,13038,1813907100,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2022,3,12738,1830563500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2016,1,7018,751531900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2016,2,8640,899502300,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2016,4,8312,894962600,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2016,3,7326,792178900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2025,1,12907,2143249200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2025,2,13509,2345078900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2025,4,12311,2212083000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2025,3,11263,2045187400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2010,1,4033,527043400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2010,2,5625,746052100,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2010,4,5877,759471300,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2010,3,4191,538894800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2017,1,8102,859337700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2017,2,9551,1005061300,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2017,4,9729,1056835500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2017,3,7733,835904100,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2018,1,9596,1049536700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2018,2,10861,1200666400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2018,4,9870,1104024400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2018,3,8752,999301200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2008,1,4471,635404800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2008,2,4142,608430300,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2008,4,3019,432710800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2008,3,2867,406733000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2015,1,5968,604294100,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2015,2,7580,809827800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2015,4,7722,843689400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2015,3,6638,734905100,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2005,1,9446,939613400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2005,2,11051,1195237200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2005,4,10238,1177922800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2005,3,8703,983312400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2009,1,2936,399761200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2009,2,3923,526157100,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2009,4,4760,623751700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2009,3,3811,499056400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2013,1,4516,462778500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2013,2,6786,706177700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2013,4,6407,688032000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2013,3,5514,606607700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2007,1,9290,1228385700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2007,2,9059,1274728500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2007,4,5555,773113400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2007,3,6733,949256300,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2006,1,8975,1058648700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2006,2,10189,1263925400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2006,4,9287,1228472800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2006,3,8597,1102938000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2012,1,4175,476613200,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2012,2,5658,655522900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2012,4,7056,754127600,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2012,3,4559,505936900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2019,1,9029,1001251000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2019,2,9931,1134298000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2019,4,10005,1192625700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2019,3,7997,939657900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2020,1,7605,885657400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2020,2,3868,452985800,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2020,4,8942,1119909400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2020,3,7795,945866000,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2021,1,7354,898314400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2021,2,10242,1313589500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2021,4,12797,1755086900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2021,3,10457,1413476400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2023,1,12063,1637943900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2023,2,13037,1849282900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2023,4,11859,1683639700,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2023,3,10589,1550743500,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2024,1,11943,1728699600,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2024,2,14147,2195733900,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2024,4,12726,2056876400,Libre,Segunda mano
Comunitat Valenciana,Alicante/Alacant,2024,3,11672,1877285700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2021,1,2167,182737500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2021,2,3006,272720900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2021,4,3172,278803000,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2021,3,2838,258533700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2012,1,1025,102468700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2012,2,1061,97712100,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2012,4,1483,135860200,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2012,3,1193,108918800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2006,1,2193,256186900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2006,2,2481,313115100,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2006,4,2249,315896600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2006,3,2005,268181600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2007,1,2049,266672600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2007,2,2110,300002800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2007,4,1358,199538300,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2007,3,1377,203371500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2009,1,643,81865400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2009,2,762,103932400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2009,4,1057,138794000,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2009,3,784,102927400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2005,1,1884,185388500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2005,2,2589,262621200,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2005,4,2160,246309100,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2005,3,2108,238210500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2008,1,911,126598900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2008,2,884,122451900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2008,4,675,91950700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2008,3,588,85842700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2010,1,776,98653100,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2010,2,1167,151454900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2010,4,1206,152605800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2010,3,833,105768900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2011,1,656,77874700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2011,2,1066,116500600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2011,4,1146,131066800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2011,3,899,100759900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2004,1,1596,139816000,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2004,2,2118,174933600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2004,4,2061,183658300,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2004,3,2485,232611400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2019,1,2124,177371300,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2019,2,2181,169247900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2019,4,2425,192461600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2019,3,1977,163537600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2020,1,1950,170119900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2020,2,994,87851700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2020,4,2574,223196600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2020,3,1988,170100500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2014,1,1094,92706000,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2014,2,1128,95131800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2014,4,1550,132082400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2014,3,1052,85611100,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2024,1,2806,247541700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2024,2,3442,345098000,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2024,4,3772,390090200,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2024,3,3101,319743800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2023,1,2585,218554700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2023,2,2993,281773700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2023,4,2895,257233600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2023,3,2513,224385400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2018,1,2054,161777200,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2018,2,2446,196368300,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2018,4,2272,186346500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2018,3,2059,170016300,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2025,1,3452,366677400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2025,2,3747,420823200,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2025,4,3689,427625400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2025,3,3119,357931500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2022,1,2544,227968600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2022,2,3158,295325400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2022,4,2853,255283900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2022,3,2824,252754700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2013,1,769,61884600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2013,2,1230,99470400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2013,4,1281,104310400,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2013,3,1223,101757900,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2015,1,1064,86898700,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2015,2,1566,127449500,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2015,4,1422,120401000,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2015,3,1250,109114600,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2017,1,1476,114542800,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2017,2,1942,146043300,Libre,Segunda mano
Comunitat Valenciana,Castellón/Castelló,2017,4,2270,182048900,Libre,Segunda mano
